,facebook/react,vuejs/core,sveltejs/svelte
2020-11-23,-0.2108616674999998,0,8
2020-11-24,-0.16346005603124947,0,4
2020-11-25,-0.13368241985312462,9,0
2020-11-26,-0.09815069411874972,4,0
2020-11-27,-0.06957134260781231,15,1
2020-11-28,-0.0382732520624999,1,1
2020-11-29,-0.033595410143749914,0,0
2020-11-30,2.0,13,3
2020-12-01,3.8,9,1
2020-12-02,0.5099999999999996,7,3
2020-12-03,1.6629999999999998,7,0
2020-12-04,5.5996749999999995,10,0
2020-12-05,0.16661649999999972,0,0
2020-12-06,0.461546475,0,1
2020-12-07,5.5517228075,0,1
2020-12-08,7.093618076468751,0,0
2020-12-09,6.691648321615625,0,2
2020-12-10,3.4878975593406247,0,0
2020-12-11,0.6646485814328125,0,1
2020-12-12,-1.0134637919156244,0,0
2020-12-13,0.3232388005187512,0,0
2020-12-14,1.4209280569484388,0,3
2020-12-15,0.37323684937031354,0,0
2020-12-16,0.46776724815937565,0,1
2020-12-17,1.5518076693375005,0,0
2020-12-18,8.531838472134375,1,0
