,adblockplus/adblockplus,brave/brave-browser,gorhill/ublock
2018-11-18,0,-0.3256776454296876,5
2018-11-19,0,3.8108523380171873,1
2018-11-20,1,3.663487373234375,0
2018-11-21,1,-2.0308558455140626,0
2018-11-22,1,1.1560419092687504,0
2018-11-23,1,-1.1034868467640626,0
2018-11-24,0,-0.5568603264656249,5
2018-11-25,0,-0.3607246999999999,5
2018-11-26,0,0.7274415925,3
2018-11-27,2,-0.5177337358125003,0
2018-11-28,1,-0.2852789617593753,0
2018-11-29,3,3.834668386335937,0
2018-11-30,1,-1.2719159335312502,0
2018-12-01,0,-0.4768870764656248,3
2018-12-02,0,-0.2612808624999999,0
2018-12-03,1,-0.17960727375,2
2018-12-04,2,73.86524228323438,4
2018-12-05,0,-19.306706863232815,4
2018-12-06,0,-4.745829094999994,12
2018-12-07,0,-3.981506867062498,3
2018-12-08,0,-3.2248586529312497,5
2018-12-09,0,-3.067786,0
2018-12-10,0,0.8034054250000007,0
2018-12-11,0,-0.6313868450000002,0
2018-12-12,0,11.660524688093746,0
2018-12-13,0,6.206586200474997,3
2018-12-14,0,-1.4749400167609368,11
2018-12-15,0,-3.567530110212499,4
2018-12-16,0,-1.8686016307312494,8
2018-12-17,0,0.7469495405171878,4
2018-12-18,0,0.471230227203125,9
2018-12-19,0,0.4538431442703126,8
2018-12-20,0,-0.4990515961843758,7
2018-12-21,0,-1.1658424814468757,12
2018-12-22,0,-0.5902733258562503,12
2018-12-23,0,4.69983912206875,11
2018-12-24,0,-0.6840792725000002,5
2018-12-25,0,-0.9709499560312498,2
2018-12-26,0,0.4773843300031251,5
2018-12-27,0,-0.6381900337468751,5
2018-12-28,0,-0.33680729323125,5
2018-12-29,0,-0.21920797573281248,5
2018-12-30,0,-0.15822973125,0
2018-12-31,0,-0.12806110757812522,2
2019-01-01,0,-0.10707464542968767,16
2019-01-02,1,0.9674593130171875,0
2019-01-03,2,0.6841232832343749,0
2019-01-04,0,0.5814165867671874,0
2019-01-05,0,-0.4644999999999999,0
2019-01-06,0,-0.2046624999999999,0
2019-01-07,2,0.87061725,0
2019-01-08,2,4.6068363875,7
2019-01-09,1,-1.6769583862500002,0
2019-01-10,2,-0.6426148530156247,0
2019-01-11,1,4.6139200962515625,2
2019-01-12,0,-0.7599928799984377,7
2019-01-13,0,0.9895344742671877,1
2019-01-14,1,1.86213841375,10
2019-01-15,0,-0.480975585515625,9
2019-01-16,2,2.9842692529390624,7
2019-01-17,3,2.2221333713359375,7
2019-01-18,0,-1.9774952312499998,4
2019-01-19,0,-0.9322258325781247,4
2019-01-20,0,-0.6199211679296875,4
2019-01-21,4,-0.4050205305140626,1
2019-01-22,4,1.6942412994874998,4
2019-01-23,1,0.17442049853593722,1
2019-01-24,5,7.337080624704687,2
2019-01-25,1,-2.7418405199937506,5
2019-01-26,0,-1.0341586529312494,5
2019-01-27,0,-0.5756029999999998,4
2019-01-28,0,-0.397581975,5
2019-01-29,0,0.70104259,4
2019-01-30,1,3.4630423927187497,0
2019-01-31,2,-0.49970173323125033,0
2019-02-01,1,0.07990285264218744,7
2019-02-02,0,-0.7918298058625,4
2019-02-03,0,-0.3548702499999999,0
2019-02-04,0,-0.24182436249999995,0
2019-02-05,1,3.8180365262500002,3
2019-02-06,0,-0.3447069242656253,0
2019-02-07,0,2.1606715834546875,0
2019-02-08,2,-0.332167643446875,1
2019-02-09,0,-0.8646101299984373,0
2019-02-10,0,-0.45612691323281235,4
2019-02-11,2,5.6971688,0
2019-02-12,3,0.9715667924999996,6
2019-02-13,1,-0.7120269783124997,0
2019-02-14,1,1.8776369465531253,3
2019-02-15,1,2.4953541627203126,5
2019-02-16,0,-1.9299359564640626,1
2019-02-17,0,-0.8810918382328121,8
2019-02-18,1,-0.5717939799999999,7
2019-02-19,1,-0.42522373434375027,2
2019-02-20,2,-0.3368114909437503,6
2019-02-21,0,2.7933777722859374,0
2019-02-22,2,3.9629573414703123,0
2019-02-23,0,-0.9192571067609379,0
2019-02-24,0,-1.0578336529312498,7
2019-02-25,0,-0.5229874999999997,0
2019-02-26,1,-0.34947324999999996,4
2019-02-27,0,1.7413936625000002,0
2019-02-28,0,4.19700361625,0
2019-03-01,1,1.1243026184531248,0
2019-03-02,0,-1.6830910972765625,0
2019-03-03,0,-0.7766187829296873,0
2019-03-04,1,-0.4523364132328124,0
2019-03-05,1,5.684349525,7
2019-03-06,4,4.95652039,3
2019-03-07,4,0.0736176102187498,0
2019-03-08,1,-1.1554222315437497,3
2019-03-09,0,-1.3880222164609373,0
2019-03-10,0,-0.7837092396984373,0
2019-03-11,0,0.4722855750000001,0
2019-03-12,1,3.29396707,1
2019-03-13,1,-0.6325240543437505,4
2019-03-14,1,-0.05229018050625012,3
2019-03-15,2,3.1551661833234372,3
2019-03-16,0,-1.6114972064640627,3
2019-03-17,0,-0.6754077757328122,5
2019-03-18,1,-0.41996347374999987,0
2019-03-19,1,0.6946430757343749,0
2019-03-20,0,4.461790583454687,0
2019-03-21,0,5.212708906553125,5
2019-03-22,0,-0.7897892249984375,0
2019-03-23,0,5.250247219704688,7
2019-03-24,0,-1.0113664029312504,0
2019-03-25,1,0.0929803875000006,0
2019-03-26,0,1.3497716637500004,1
2019-03-27,3,3.156792876984375,0
2019-03-28,0,0.5054036116890623,4
2019-03-29,2,3.8767998314765624,0
2019-03-30,0,0.10147203258906234,0
2019-03-31,0,-2.2212533663249996,2
2019-04-01,0,3.824316788839063,0
2019-04-02,1,7.759167856253125,0
2019-04-03,0,6.936765066987499,7
2019-04-04,1,4.946648430223437,0
2019-04-05,5,4.750054053539063,0
2019-04-06,0,-4.447608611542187,1
2019-04-07,0,0.07047505780625052,0
2019-04-08,2,1.3031070165515626,1
2019-04-09,1,6.201626691171875,0
2019-04-10,0,1.6961121299296869,0
2019-04-11,1,2.13393287075,0
2019-04-12,0,3.2636509367828124,1
2019-04-13,0,-1.9507446612343755,1
2019-04-14,0,-2.50216337034375,8
2019-04-15,0,7.607633078970313,2
2019-04-16,1,4.306983254489062,3
2019-04-17,1,4.915980328678125,1
2019-04-18,1,3.3708388003109375,2
2019-04-19,0,-0.5384859212406248,4
2019-04-20,0,0.6051657057437501,11
2019-04-21,0,-3.031589588660937,9
2019-04-22,0,3.3691885597843756,1
2019-04-23,0,6.359511596609375,6
2019-04-24,3,3.8893421830296866,3
2019-04-25,1,-0.2577203967531254,6
2019-04-26,2,0.8054705017796877,5
2019-04-27,0,-1.8540670179249998,8
2019-04-28,0,-1.78102708249375,6
2019-04-29,1,2.8999402158187504,3
2019-04-30,3,2.0247230524218747,11
2019-05-01,0,2.765367342945312,7
2019-05-02,0,5.394062751779687,4
2019-05-03,0,-0.5949341304250004,0
2019-05-04,0,-1.4538287937437495,0
2019-05-05,0,-1.5740273196968746,0
2019-05-06,1,5.064062791767188,6
2019-05-07,0,3.5265102254375,0
2019-05-08,1,5.04180296125625,0
2019-05-09,0,0.22806173574062516,0
2019-05-10,0,3.0869415159609375,3
2019-05-11,0,-1.2905512299093749,9
2019-05-12,0,-2.163933631464062,1
2019-05-13,0,2.767575769267188,0
2019-05-14,1,4.92589315690625,9
2019-05-15,1,12.799811080009373,4
2019-05-16,1,-1.2564689835218754,4
2019-05-17,4,3.9103704595750006,8
2019-05-18,0,-3.464527001025,10
2019-05-19,0,-2.494519112928124,6
2019-05-20,2,3.4767015410343753,5
2019-05-21,0,1.4018971666874998,7
2019-05-22,1,8.411884137209375,5
2019-05-23,2,0.32263512037031106,9
2019-05-24,2,4.4345302519468754,6
2019-05-25,0,-2.102639324039062,6
2019-05-26,0,-2.539116835128125,4
2019-05-27,1,-1.4152284819828123,0
2019-05-28,3,4.999796583671875,7
2019-05-29,0,5.4255547430234365,0
2019-05-30,0,3.4005486938968748,0
2019-05-31,0,-0.7240210443890627,5
2019-06-01,0,-0.5848203477890621,0
2019-06-02,0,-1.9715422393937498,0
2019-06-03,1,12.925748498534375,4
2019-06-04,1,9.052480207499999,0
2019-06-05,4,-1.2493702780937497,1
2019-06-06,3,0.7265017827281257,0
2019-06-07,2,1.256487130528125,0
2019-06-08,0,-2.4814870904265627,0
2019-06-09,0,-2.1378317482296874,0
2019-06-10,0,3.6295855160343753,0
2019-06-11,3,3.4870060702812493,0
2019-06-12,2,13.862603748771875,0
2019-06-13,2,3.462037699662499,0
2019-06-14,0,7.391819618757813,2
2019-06-15,0,-4.517334173742187,2
2019-06-16,0,-2.6212820954296867,0
2019-06-17,0,1.5615757930171883,1
2019-06-18,0,6.167783111171874,3
2019-06-19,1,2.635552104492188,5
2019-06-20,0,1.7737683855874993,5
2019-06-21,0,2.0564382736359375,0
2019-06-22,0,-2.73027036028125,5
2019-06-23,0,-1.1560382793078121,6
2019-06-24,0,5.46058284926875,1
2019-06-25,1,4.905531718454687,2
2019-06-26,0,3.117405804928125,7
2019-06-27,0,2.0868006960453123,4
2019-06-28,0,3.3507735517765624,1
2019-06-29,0,-2.894840666240625,7
2019-06-30,0,-2.1902000074124994,10
2019-07-01,1,6.6810753037515624,0
2019-07-02,1,3.641696341907812,5
2019-07-03,2,1.317312031995312,9
2019-07-04,0,0.7627657467781255,5
2019-07-05,3,1.1908740280265624,12
2019-07-06,0,-1.64799427050625,8
2019-07-07,0,-1.6640617593953122,5
2019-07-08,0,13.019541109267188,8
2019-07-09,0,7.0848500371249985,4
2019-07-10,1,2.363242358028125,5
2019-07-11,2,9.133859728542188,5
2019-07-12,0,0.45319110927343687,4
2019-07-13,0,-4.080831293743749,3
2019-07-14,0,-2.9420854446968736,0
2019-07-15,0,9.120107404267188,0
2019-07-16,1,3.3072707802812484,0
2019-07-17,3,0.3385170985531243,1
2019-07-18,1,0.25739718708125015,5
2019-07-19,0,0.8702893806687495,4
2019-07-20,0,-1.8859848263687504,0
2019-07-21,0,-1.7636245968953121,6
2019-07-22,2,3.939388425517188,10
2019-07-23,0,7.7182626130781244,4
2019-07-24,2,0.8516154015640618,0
2019-07-25,1,0.7657763153093748,0
2019-07-26,3,0.24865360927343794,7
2019-07-27,0,-1.3045240437437498,0
2019-07-28,0,-1.5376296821968747,0
2019-07-29,1,3.066070343017188,1
2019-07-30,2,4.115770866171875,4
2019-07-31,0,2.236082697429687,0
2019-08-01,1,4.24139035134375,0
2019-08-02,0,1.6457733830234371,0
2019-08-03,0,-2.0132770769781247,4
2019-08-04,0,-0.7703844064640621,0
2019-08-05,0,2.6386635667671876,0
2019-08-06,0,2.9329909279374995,2
2019-08-07,0,4.424389890225,1
2019-08-08,0,1.6571279580249998,0
2019-08-09,1,1.9800084352265626,1
2019-08-10,0,-1.9778991127078127,3
2019-08-11,0,-1.7481132566796873,5
2019-08-12,0,4.966952212501562,0
2019-08-13,1,4.456243563454687,5
2019-08-14,1,4.698413784490625,3
2019-08-15,2,4.088034985226562,0
2019-08-16,2,1.8099902922921878,3
2019-08-17,0,-2.741716923742187,3
2019-08-18,0,-2.158820707929687,2
2019-08-19,0,4.688644906767188,3
2019-08-20,4,4.2475548831562495,0
2019-08-21,6,7.52097341324375,5
2019-08-22,3,2.064838758245312,7
2019-08-23,1,1.7148194550125,4
2019-08-24,0,-2.87184388020625,4
2019-08-25,0,-2.2333916211624993,7
2019-08-26,2,4.639646656767187,0
2019-08-27,2,1.2074325456562498,0
2019-08-28,1,5.38738245449375,0
2019-08-29,0,7.251165881698437,0
2019-08-30,0,3.983445932079687,2
2019-08-31,0,-0.8792729669734367,0
2019-09-01,0,-3.4767433711624993,3
2019-09-02,0,2.1444999942671883,3
2019-09-03,0,5.516278454406249,0
2019-09-04,1,6.1991127260406245,1
2019-09-05,2,-0.7962861608062504,0
2019-09-06,2,6.566299895965625,9
2019-09-07,0,-3.823318091451563,4
2019-09-08,0,-2.5062680361578122,1
2019-09-09,2,1.5257378520687503,3
2019-09-10,0,4.0720203179375,5
2019-09-11,0,4.08359142544375,4
2019-09-12,0,2.485707556481249,3
2019-09-13,0,2.5753179006093747,0
2019-09-14,0,-1.4086938443375,0
2019-09-15,0,-2.2680124365937497,13
2019-09-16,0,1.773842840517188,4
2019-09-17,0,4.237363669703125,5
2019-09-18,1,2.2179568684578124,5
2019-09-19,0,7.18599318574375,11
2019-09-20,1,0.6468629392765619,4
2019-09-21,0,-2.392311077490625,9
2019-09-22,0,-1.9822305004281247,6
2019-09-23,0,2.8235499272843754,4
2019-09-24,0,1.9647068947031245,3
2019-09-25,0,5.727630715957812,4
2019-09-26,0,-0.5545813632250001,9
2019-09-27,0,2.5165985349296873,0
2019-09-28,0,-1.80470598990625,4
2019-09-29,0,-1.6205982329296873,2
2019-09-30,1,0.05671454176718771,12
2019-10-01,1,4.0249438879375,3
2019-10-02,2,0.8668949525062493,0
2019-10-03,0,4.13115622919375,4
2019-10-04,0,0.2729728125906248,0
2019-10-05,0,-1.0781238472765624,0
2019-10-06,0,-1.3481633954296872,0
2019-10-07,1,4.2374192505171875,4
2019-10-08,0,1.9611853269843746,1
2019-10-09,2,7.856152756689062,0
2019-10-10,1,10.953646303539063,0
2019-10-11,0,1.7950242759578119,5
2019-10-12,0,-4.02733915344375,0
2019-10-13,0,-2.7260372689640615,0
2019-10-14,0,3.317866768017188,3
2019-10-15,1,4.285374946171875,4
2019-10-16,3,3.426865891773437,0
2019-10-17,0,2.1540729231624995,3
2019-10-18,0,0.29876356368749946,0
2019-10-19,0,-2.0259609563671876,0
2019-10-20,0,-1.8071275851281248,0
2019-10-21,0,4.936647430517188,5
2019-10-22,0,10.426477962421874,1
2019-10-23,3,2.8595163252265623,0
2019-10-24,0,1.4351917475109381,0
2019-10-25,1,-1.9439291507234375,0
2019-10-26,0,-2.5703986202093745,11
2019-10-27,0,-1.4845587946968748,5
2019-10-28,0,8.972284731767187,3
2019-10-29,0,2.2134017406562494,3
2019-10-30,0,6.51131833765,0
2019-10-31,0,2.3110965263484378,8
2019-11-01,0,5.84953284604375,7
2019-11-02,0,-3.9814314129281243,11
2019-11-03,0,-0.6064219514656237,5
2019-11-04,0,3.7924020875,6
2019-11-05,0,4.815513814843749,3
2019-11-06,1,4.930001792078125,3
2019-11-07,1,2.387177561696875,0
2019-11-08,0,4.7187597503125,1
2019-11-09,0,-0.7894915590359375,7
2019-11-10,0,-2.4900350715937494,2
2019-11-11,2,3.850552860735938,0
2019-11-12,3,4.803882670440625,3
2019-11-13,0,1.9402720352281246,0
2019-11-14,1,0.2501700644968752,3
2019-11-15,2,6.926178099795313,0
2019-11-16,0,-3.6137058010203127,0
2019-11-17,0,-2.411137034907812,0
2019-11-18,0,12.590827587803126,2
2019-11-19,0,9.819806921173436,7
2019-11-20,0,1.2772536939781247,5
2019-11-21,1,6.649714423543751,3
2019-11-22,0,2.7473640535406254,0
2019-11-23,0,-3.6865790943374996,5
2019-11-24,0,-2.5037466740937493,1
2019-11-25,3,2.6065898167671877,0
2019-11-26,1,0.865014459031249,0
2019-11-27,0,9.00834567325625,0
2019-11-28,0,-1.1848829801171883,0
2019-11-29,0,-1.4448978458,0
2019-11-30,0,-1.410338069684375,0
2019-12-01,0,-1.6381967388765626,8
2019-12-02,1,16.02775363801875,0
2019-12-03,1,9.19312755793906,0
2019-12-04,2,-3.8366376682265626,5
2019-12-05,0,5.116534675881251,5
2019-12-06,1,1.1220342641437497,0
2019-12-07,0,-3.1362261102124993,0
2019-12-08,0,-2.4706094557312497,4
