,ocornut/imgui,lvgl/lvgl,Immediate-Mode-UI/Nuklear
2018-06-29,3,-0.06025570551562494,3
2018-06-30,2,-0.048197978567187355,0
2018-07-01,1,-0.032914455071874904,0
2018-07-02,1,2.9868379875,0
2018-07-03,1,1.6889063037499998,0
2018-07-04,4,-0.34456831301562524,0
2018-07-05,2,-0.1838988525359376,0
2018-07-06,3,1.8810125000000002,2
2018-07-07,0,15.71032475,2
2018-07-08,11,1.2382804624999988,0
2018-07-09,6,-1.1366051137500006,0
2018-07-10,5,-0.6832173315468751,0
2018-07-11,1,5.507333316360939,0
2018-07-12,4,6.037022769928126,0
2018-07-13,1,3.7488701575,0
2018-07-14,0,-1.22212180353125,0
2018-07-15,0,0.2483531979281256,0
2018-07-16,2,1.3530754203781261,0
2018-07-17,3,0.4347016173921884,0
2018-07-18,0,3.5422199850000005,0
2018-07-19,2,-0.7235383143437498,0
2018-07-20,0,-0.4387815375749995,0
2018-07-21,0,0.7133084546703129,1
2018-07-22,7,4.721821266070313,0
2018-07-23,1,-0.6543847180156251,0
2018-07-24,2,-0.3447772248171874,0
2018-07-25,1,15.7660966969125,1
2018-07-26,6,-1.7661013545984383,0
2018-07-27,2,1.15265882735625,0
2018-07-28,0,-0.7329037587500002,0
2018-07-29,0,1.5143632057343763,0
2018-07-30,15,3.4288915823859383,0
2018-07-31,7,-0.783911462679687,0
2018-08-01,5,-0.44673263999999957,0
2018-08-02,1,-0.33474203324999946,0
2018-08-03,3,0.7285474669250008,0
2018-08-04,0,7.79007234896875,0
2018-08-05,2,-0.9366331475718754,0
2018-08-06,1,1.54798858896875,0
2018-08-07,0,0.4962665428656249,0
2018-08-08,3,1.5949878398562505,0
2018-08-09,6,7.5559039875,0
2018-08-10,0,1.9237852037499996,0
2018-08-11,0,-0.8682138830156251,0
2018-08-12,0,0.4682888683390627,0
2018-08-13,0,4.514426274712501,0
2018-08-14,2,0.20752415271875035,0
2018-08-15,1,3.4443002394125,3
2018-08-16,1,-0.7639335860671874,0
2018-08-17,3,-0.45455454794687433,0
2018-08-18,0,3.6756959781656255,0
2018-08-19,0,-0.6008670663578122,1
2018-08-20,2,4.677334193234375,0
2018-08-21,5,1.2660178361359373,0
2018-08-22,14,-0.6035873606953123,0
2018-08-23,5,-0.3436391045984374,0
2018-08-24,0,-0.24655596014374942,0
2018-08-25,2,-0.16628353499999943,0
2018-08-26,0,5.8636831854375,3
2018-08-27,1,1.2846120836062498,3
2018-08-28,6,3.459971042421875,0
2018-08-29,6,2.2778691112890623,4
2018-08-30,30,-0.6777727050718749,3
2018-08-31,7,0.6129745000000003,0
2018-09-01,0,-0.3793555749999995,0
2018-09-02,0,0.7356592975000007,0
2018-09-03,3,4.690904429406251,0
2018-09-04,2,2.280946936253125,0
2018-09-05,6,2.342031204115625,1
2018-09-06,6,3.3263751383093747,0
2018-09-07,2,0.22378049614218753,0
2018-09-08,0,-0.5308015755156247,0
2018-09-09,1,-0.354640361285937,0
2018-09-10,1,3.7359769182343756,0
2018-09-11,4,1.385862956135938,0
2018-09-12,1,9.447254909523437,0
2018-09-13,1,5.6845617058453115,0
2018-09-14,2,3.635786494079687,0
2018-09-15,1,-1.2489557231593753,1
2018-09-16,0,-0.7244054025359368,1
2018-09-17,1,3.4809961900000013,0
2018-09-18,1,4.191789480437501,0
2018-09-19,0,2.9836131638250003,0
2018-09-20,2,7.005053228521875,0
2018-09-21,1,9.58841480228125,0
2018-09-22,0,-1.848413032829688,0
2018-09-23,0,3.0191239373203125,0
2018-09-24,2,2.9465481525000006,0
2018-09-25,0,4.917388716687501,0
2018-09-26,2,0.6976078897781255,0
2018-09-27,2,2.0195507777578134,0
2018-09-28,0,-0.9402895730187494,0
2018-09-29,0,1.3944676865406263,0
2018-09-30,0,-0.6129357128953117,0
2018-10-01,2,1.6541588879375007,0
2018-10-02,2,-0.4701051147062496,0
2018-10-03,0,2.7159962817625005,0
2018-10-04,1,-0.4920443299968749,0
2018-10-05,2,7.75184833088125,0
2018-10-06,1,1.034882549892187,0
2018-10-07,1,-0.6674481510312501,0
2018-10-08,2,2.594664652428125,0
2018-10-09,0,4.41907733646875,0
2018-10-10,1,-0.8553377938218748,0
2018-10-11,3,0.5232654609531253,0
2018-10-12,6,4.555242347392188,0
2018-10-13,0,-0.7953966466249996,0
2018-10-14,1,1.5401027661812505,0
2018-10-15,4,9.520948643678125,0
2018-10-16,1,6.706397329703124,0
2018-10-17,3,4.526216114814062,0
2018-10-18,1,-0.40522302142968813,3
2018-10-19,0,2.0981047057343756,0
2018-10-20,0,-0.9250319426140615,1
2018-10-21,0,-0.6122107801796862,0
2018-10-22,1,-0.43823268853124897,1
2018-10-23,0,-0.3583067302281239,0
2018-10-24,0,-0.2886094694843742,0
2018-10-25,6,-0.17518043213124954,0
2018-10-26,0,-0.09324251698124975,0
2018-10-27,0,2.9628962084171877,0
2018-10-28,0,7.674803442392188,3
2018-10-29,1,-0.9350000000000008,0
2018-10-30,2,10.554499999999999,2
2018-10-31,0,-1.389987500000001,1
2018-11-01,1,3.29134975,4
2018-11-02,0,6.1180799624999995,0
2018-11-03,0,1.7541353112500004,0
2018-11-04,0,2.976261240953125,0
2018-11-05,4,5.9363248007671885,0
2018-11-06,1,4.636174020962501,0
2018-11-07,0,7.638295756828125,0
2018-11-08,3,11.270603499604688,0
2018-11-09,3,10.7594803366875,0
2018-11-10,0,1.4352050099968743,0
2018-11-11,0,2.137831220701563,0
2018-11-12,0,0.41573899157968874,0
2018-11-13,2,-1.257724141253123,0
2018-11-14,0,12.11668097540469,0
2018-11-15,3,3.0440508538937507,0
2018-11-16,0,0.41236415672343796,0
2018-11-17,0,3.8416705128296877,0
2018-11-18,0,-0.2192696450296867,0
2018-11-19,0,3.211113695293751,0
2018-11-20,0,3.0667530513250005,0
2018-11-21,5,7.029128181178126,0
2018-11-22,3,5.598573174546875,0
2018-11-23,1,0.4822091469546874,0
2018-11-24,0,8.980121617539062,0
2018-11-25,0,2.3523519836,0
2018-11-26,0,8.670843089304688,0
2018-11-27,4,-1.8154852395984378,0
2018-11-28,0,1.9443891802937512,0
2018-11-29,2,1.957060686981251,0
2018-11-30,7,1.0059314711031264,0
2018-12-01,0,2.176818893717188,0
2018-12-02,0,4.174036754771875,0
2018-12-03,5,2.9644635100781254,0
2018-12-04,2,-0.9689398277999999,0
2018-12-05,0,2.4265233483906257,0
2018-12-06,0,0.34602719720312547,0
2018-12-07,0,2.486191323345313,0
2018-12-08,0,4.361608665110937,0
2018-12-09,0,-0.8791066753687499,0
2018-12-10,3,5.503074342314063,0
2018-12-11,9,3.0596421977578125,2
2018-12-12,0,3.09829873860625,0
2018-12-13,1,5.0891315772031245,0
2018-12-14,4,4.848168978126562,0
2018-12-15,0,2.7440772271671876,0
2018-12-16,0,6.8598728023140625,0
2018-12-17,0,2.4993535098203123,0
2018-12-18,5,0.7508917869062506,0
2018-12-19,3,6.000636272721875,0
2018-12-20,4,2.6488300852937505,0
2018-12-21,2,2.806200484262501,0
2018-12-22,0,4.857234121690626,0
2018-12-23,2,1.6990650127218756,0
2018-12-24,0,-1.0603079742687493,0
2018-12-25,0,-0.6729025523499992,0
2018-12-26,0,10.543022040075002,0
2018-12-27,0,1.5605132688187502,0
2018-12-28,0,0.9362376701859376,0
2018-12-29,0,2.17358312279375,0
2018-12-30,0,3.172926123012501,0
2018-12-31,0,0.08963019573750053,0
2019-01-01,0,6.374846054892188,0
2019-01-02,10,1.88526230375,0
2019-01-03,4,13.060643193078125,0
2019-01-04,3,8.99760475305781,0
2019-01-05,0,2.8934834276109367,0
2019-01-06,5,1.32815580838125,0
2019-01-07,6,8.657177156579689,0
2019-01-08,4,-1.890727634409374,0
2019-01-09,0,-1.109023057395311,0
2019-01-10,10,1.184837958201564,0
2019-01-11,1,8.19803108892344,0
2019-01-12,3,5.531042602575001,0
2019-01-13,2,4.532869843276562,0
2019-01-14,2,5.605538835773437,0
2019-01-15,7,-0.5085756877640624,0
2019-01-16,5,3.013999199640626,0
2019-01-17,5,0.9780622450000007,0
2019-01-18,2,0.13904802021875107,0
2019-01-19,1,-0.697020220962499,0
2019-01-20,6,1.4979691210671886,0
2019-01-21,5,0.4586882679046882,0
2019-01-22,1,2.5759909474250007,0
2019-01-23,2,18.442824159232813,0
2019-01-24,1,1.813153490401561,0
2019-01-25,0,7.542778267574999,0
2019-01-26,0,2.247705706912499,0
2019-01-27,9,1.5963139924640635,0
2019-01-28,0,31.804915390218753,0
2019-01-29,1,10.890845155662499,0
2019-01-30,5,10.401267179667187,0
2019-01-31,2,30.48821809759531,0
2019-02-01,7,6.461944483504688,0
2019-02-02,0,8.825638700215626,0
2019-02-03,1,-2.921516676135936,0
2019-02-04,3,-0.5809820129406207,0
2019-02-05,10,-2.103044005873433,0
2019-02-06,5,-1.604020501420308,0
2019-02-07,1,4.917750757242191,0
2019-02-08,3,-0.4045788455343733,0
2019-02-09,1,1.0400056938406264,0
2019-02-10,0,5.321407979115626,0
2019-02-11,4,2.0165842115171877,0
2019-02-12,3,17.228101521432812,0
2019-02-13,3,1.7407884699281237,0
2019-02-14,7,-0.5314326900000004,0
2019-02-15,1,6.95348440065625,0
2019-02-16,2,-1.5403961457312487,0
2019-02-17,0,1.105164806432814,0
2019-02-18,2,9.142465603084377,0
2019-02-19,8,3.3971506132375007,0
2019-02-20,3,9.609103010610937,0
2019-02-21,6,11.042832606040625,0
2019-02-22,2,7.691728206840625,0
2019-02-23,6,-2.2742493816609377,0
2019-02-24,3,8.6506304122125,0
2019-02-25,0,7.073219598968751,0
2019-02-26,2,0.9211257960218759,0
2019-02-27,11,9.423865588312502,1
2019-02-28,2,10.878791117898437,1
2019-03-01,0,7.4446575904015635,1
2019-03-02,0,4.557973411876563,0
2019-03-03,2,1.8904786496406256,0
2019-03-04,2,3.319090816093752,0
2019-03-05,9,2.356190681250002,0
2019-03-06,6,9.55776356687969,0
2019-03-07,3,-0.024253427029687025,0
2019-03-08,5,11.603374002901564,0
2019-03-09,1,-0.20190588687343736,0
2019-03-10,0,-1.3949060639687487,0
2019-03-11,3,2.1157089989359386,0
2019-03-12,7,7.071560102278126,0
2019-03-13,2,3.5855350515078133,0
2019-03-14,0,3.690126091684375,0
2019-03-15,3,12.702946419823437,0
2019-03-16,1,-0.14452341677500025,0
2019-03-17,0,21.62744575350156,0
2019-03-18,0,13.871728856178123,0
2019-03-19,0,-0.3451233215468754,0
2019-03-20,0,8.789518894517187,0
2019-03-21,0,-1.5817400416156238,0
2019-03-22,0,15.32608064974219,0
2019-03-23,0,10.104663425101563,0
2019-03-24,1,14.015232462215625,0
2019-03-25,5,3.5676054718187498,0
2019-03-26,1,6.2632225941578135,0
2019-03-27,0,11.451224646592188,0
2019-03-28,1,0.0694238404703138,0
2019-03-29,3,-0.06677693966093567,0
2019-03-30,0,1.4281878124484397,0
2019-03-31,1,-0.4577212360640599,0
2019-04-01,0,-1.0475823904828105,0
2019-04-02,2,6.285954624529689,0
2019-04-03,11,1.8375744301078132,0
2019-04-04,11,15.046836081207813,0
2019-04-05,7,12.841420945449999,0
2019-04-06,0,-0.5409137848890637,0
2019-04-07,5,-1.5624010903687502,0
2019-04-08,3,6.976650791876564,0
2019-04-09,0,7.449653736214064,0
2019-04-10,0,11.146072270140627,0
2019-04-11,2,13.572340265701563,0
2019-04-12,3,2.022180965392187,0
2019-04-13,2,0.7945097716906258,0
2019-04-14,4,5.354921235929689,0
2019-04-15,3,0.25837686242812685,0
2019-04-16,3,2.690823567125002,0
2019-04-17,4,5.6598128613218766,0
2019-04-18,7,11.426725305473438,0
2019-04-19,1,13.759625140032814,0
2019-04-20,0,5.192978118096875,0
2019-04-21,0,-0.27428360047656275,0
2019-04-22,2,9.435560058782814,0
2019-04-23,2,6.827444783717189,0
2019-04-24,1,3.820999006615626,0
2019-04-25,7,-1.9441428525031241,0
2019-04-26,4,-1.2519962769546855,0
2019-04-27,0,8.088401563782815,0
2019-04-28,7,0.4530765753000012,0
2019-04-29,4,-1.0285167175687493,0
2019-04-30,3,1.3526355105062506,0
2019-05-01,0,3.3119731274640634,0
2019-05-02,3,-0.8093753009171869,0
2019-05-03,4,3.5619152722843754,0
2019-05-04,0,0.3185077087500001,0
2019-05-05,0,-0.5031857096406245,0
2019-05-06,4,-0.3445173238546871,0
2019-05-07,1,3.7972168524281256,0
2019-05-08,0,1.4513590889687502,0
2019-05-09,4,8.496164242865625,0
2019-05-10,5,3.8048677923562493,0
2019-05-11,3,-0.0940169483125004,0
2019-05-12,1,0.269544276840625,0
2019-05-13,7,1.4332570974640633,0
2019-05-14,0,4.407437940000001,0
2019-05-15,0,13.1013349929375,0
2019-05-16,0,4.062835385074999,0
2019-05-17,0,12.3985152340375,0
2019-05-18,4,9.647767053348437,0
2019-05-19,1,7.540160953054688,0
2019-05-20,1,12.605425879448438,0
2019-05-21,2,6.054752365182813,0
2019-05-22,3,-1.6325075926499988,0
2019-05-23,0,-0.7593069973984354,0
2019-05-24,4,2.6391452889031277,0
2019-05-25,0,7.649692272565627,0
2019-05-26,0,-0.8149840916906239,0
2019-05-27,4,5.862887833162501,0
2019-05-28,5,3.5592147506562504,1
2019-05-29,5,0.6697171860703133,0
2019-05-30,5,0.06088701791093798,0
2019-05-31,4,9.325945686948439,1
2019-06-01,0,0.5221928666515627,1
2019-06-02,0,5.976653238965626,0
2019-06-03,0,-1.3565199220890625,0
2019-06-04,2,0.24808870010468853,0
2019-06-05,14,7.3560245621703135,0
2019-06-06,3,5.774284290039063,6
2019-06-07,3,1.6350557444125,1
2019-06-08,0,-1.0820659626921876,0
2019-06-09,0,-0.6966977751406241,1
2019-06-10,1,-0.4560094086812489,1
2019-06-11,5,3.650013485998439,0
2019-06-12,1,1.3611977794843755,3
2019-06-13,0,1.4179127320890628,0
2019-06-14,3,11.428549899853126,0
2019-06-15,0,-0.5171469067984382,2
2019-06-16,0,5.172011442392187,1
2019-06-17,4,1.8867934499999997,0
2019-06-18,5,5.050617690000001,0
2019-06-19,1,6.7931518304375,0
2019-06-20,1,7.471544671325001,0
2019-06-21,0,9.228091301396875,0
2019-06-22,0,-1.1270084825093751,0
2019-06-23,1,5.670096741553126,8
2019-06-24,0,7.4485416056203135,0
2019-06-25,0,8.133205418237502,0
2019-06-26,1,13.907739131798436,0
2019-06-27,1,14.161180726909375,0
2019-06-28,0,4.707721941321875,0
2019-06-29,3,-2.6567446497453124,0
2019-06-30,1,3.3656628228390644,0
2019-07-01,4,4.35602906510469,0
2019-07-02,1,10.269279302607815,0
2019-07-03,0,1.6860398445203133,0
2019-07-04,0,0.25471703014062586,0
2019-07-05,0,5.687648718159377,0
2019-07-06,0,1.4662124402640637,0
2019-07-07,0,1.850317623462501,0
